typeID,attributeID,valueInt,valueFloat
211,137,None,509.0
211,182,None,3321.0
211,183,None,3319.0
211,277,None,1.0
211,278,None,1.0
211,281,None,5000.0
211,422,None,1.0
211,525,None,1.0
211,633,None,0.0
211,644,None,1.0
211,653,None,170.0
211,654,None,40.0
211,655,None,1500.0
211,1353,None,0.604
212,9,None,60.0
212,37,None,3750.0
212,70,None,0.000144498
212,108,None,35.0
212,109,None,1.0
212,110,None,1.0
212,111,None,1.0
212,113,None,0.8
212,114,None,83.0
212,116,None,0.0
212,117,None,0.0
212,118,None,0.0
212,137,None,509.0
212,182,None,3321.0
212,183,None,3319.0
212,277,None,1.0
212,278,None,1.0
212,281,None,5000.0
212,422,None,1.0
212,525,None,1.0
212,633,None,0.0
212,644,None,1.0
212,653,None,170.0
212,654,None,40.0
212,655,None,1500.0
212,1353,None,0.604
213,9,None,60.0
213,37,None,3750.0
213,70,None,0.000144498
213,108,None,35.0
213,109,None,1.0
213,110,None,1.0
213,111,None,0.8
213,113,None,1.0
213,114,None,0.0
213,116,None,83.0
213,117,None,0.0
213,118,None,0.0
213,137,None,509.0
213,182,None,3321.0
213,183,None,3319.0
213,277,None,1.0
213,278,None,1.0
213,281,None,5000.0
213,422,None,1.0
213,525,None,1.0
213,633,None,0.0
213,644,None,1.0
213,653,None,170.0
213,654,None,40.0
213,655,None,1500.0
213,1353,None,0.604
215,114,None,0.0
215,116,None,0.0
215,117,None,3.0
215,118,None,2.0
215,120,None,1.6
215,124,None,5202840.0
215,128,None,1.0
215,137,None,74.0
215,317,None,-30.0
215,422,None,1.0
215,779,None,1.6
216,114,None,0.0
216,116,None,0.0
216,117,None,4.0
216,118,None,2.0
216,120,None,1.4
216,124,None,5801880.0
216,128,None,1.0
216,137,None,74.0
216,317,None,-27.0
216,422,None,1.0
216,779,None,1.4
217,114,None,0.0
217,116,None,0.0
217,117,None,4.0
217,118,None,3.0
217,120,None,1.2
217,124,None,6201490.0
217,128,None,1.0
217,137,None,74.0
217,317,None,-24.0
217,422,None,1.0
217,779,None,1.2
218,114,None,0.0
218,116,None,0.0
218,117,None,5.0
218,118,None,3.0
218,120,None,1.0
218,124,None,8301160.0
218,128,None,1.0
218,137,None,74.0
218,317,None,-50.0
218,422,None,1.0
218,779,None,1.0
219,114,None,0.0
219,116,None,0.0
219,117,None,5.0
219,118,None,4.0
219,120,None,0.875
219,124,None,10727300.0
219,128,None,1.0
219,137,None,74.0
219,317,None,-40.0
219,422,None,1.0
219,779,None,0.875
220,114,None,0.0
220,116,None,0.0
220,117,None,6.0
220,118,None,4.0
220,120,None,0.75
220,124,None,11835800.0
220,128,None,1.0
220,137,None,74.0
220,317,None,-8.0
220,422,None,1.0
220,779,None,0.75
221,114,None,0.0
221,116,None,0.0
221,117,None,6.0
221,118,None,5.0
221,120,None,0.625
221,124,None,12487100.0
221,128,None,1.0
221,137,None,74.0
221,317,None,-5.0
221,422,None,1.0
221,779,None,0.625
222,114,None,0.0
222,116,None,0.0
222,117,None,7.0
222,118,None,5.0
222,120,None,0.5
222,124,None,16764100.0
222,128,None,1.0
222,137,None,74.0
222,317,None,0.0
222,422,None,1.0
222,779,None,0.5
223,114,None,0.0
223,116,None,0.0
223,117,None,6.0
223,118,None,4.0
223,120,None,1.6
223,124,None,5202840.0
223,128,None,2.0
223,137,None,74.0
223,317,None,-30.0
223,422,None,1.0
223,779,None,1.6
224,114,None,0.0
224,116,None,0.0
224,117,None,8.0
224,118,None,4.0
224,120,None,1.4
224,124,None,5801880.0
224,128,None,2.0
224,137,None,74.0
224,317,None,-27.0
224,422,None,1.0
224,779,None,1.4
225,114,None,0.0
225,116,None,0.0
225,117,None,8.0
225,118,None,6.0
225,120,None,1.2
225,124,None,6201490.0
225,128,None,2.0
225,137,None,74.0
225,317,None,-24.0
225,422,None,1.0
225,779,None,1.2
226,114,None,0.0
226,116,None,0.0
226,117,None,10.0
226,118,None,6.0
226,120,None,1.0
226,124,None,8301160.0
226,128,None,2.0
226,137,None,74.0
226,317,None,-50.0
226,422,None,1.0
226,779,None,1.0
227,114,None,0.0
227,116,None,0.0
227,117,None,10.0
227,118,None,8.0
227,120,None,0.875
227,124,None,10727300.0
227,128,None,2.0
227,137,None,74.0
227,317,None,-40.0
227,422,None,1.0
227,779,None,0.875
228,114,None,0.0
228,116,None,0.0
228,117,None,12.0
228,118,None,8.0
228,120,None,0.75
228,124,None,11835800.0
228,128,None,2.0
228,137,None,74.0
228,317,None,-8.0
228,422,None,1.0
228,779,None,0.75
229,114,None,0.0
229,116,None,0.0
229,117,None,12.0
229,118,None,10.0
229,120,None,0.625
229,124,None,12487100.0
229,128,None,2.0
229,137,None,74.0
229,317,None,-5.0
229,422,None,1.0
229,779,None,0.625
230,114,None,0.0
230,116,None,0.0
230,117,None,14.0
230,118,None,10.0
230,120,None,0.5
230,124,None,16764100.0
230,128,None,2.0
230,137,None,74.0
230,317,None,0.0
230,422,None,1.0
230,779,None,0.5
231,114,None,0.0
231,116,None,0.0
231,117,None,12.0
231,118,None,8.0
231,120,None,1.6
231,124,None,5202840.0
231,128,None,3.0
231,137,None,74.0
231,317,None,-30.0
231,422,None,1.0
231,779,None,1.6
232,114,None,0.0
232,116,None,0.0
232,117,None,16.0
232,118,None,8.0
232,120,None,1.4
232,124,None,5801880.0
232,128,None,3.0
232,137,None,74.0
232,317,None,-27.0
232,422,None,1.0
232,779,None,1.4
233,114,None,0.0
233,116,None,0.0
233,117,None,16.0
233,118,None,12.0
233,120,None,1.2
233,124,None,6201490.0
233,128,None,3.0
233,137,None,74.0
233,317,None,-24.0
233,422,None,1.0
233,779,None,1.2
234,114,None,0.0
234,116,None,0.0
234,117,None,20.0
234,118,None,12.0
234,120,None,1.0
234,124,None,8301160.0
234,128,None,3.0
234,137,None,74.0
234,317,None,-50.0
234,422,None,1.0
234,779,None,1.0
235,114,None,0.0
235,116,None,0.0
235,117,None,20.0
235,118,None,16.0
235,120,None,0.875
235,124,None,10727300.0
235,128,None,3.0
235,137,None,74.0
235,317,None,-40.0
235,422,None,1.0
235,779,None,0.875
236,114,None,0.0
236,116,None,0.0
236,117,None,24.0
236,118,None,16.0
236,120,None,0.75
236,124,None,11835800.0
236,128,None,3.0
236,137,None,74.0
236,317,None,-8.0
236,422,None,1.0
236,779,None,0.75
237,114,None,0.0
237,116,None,0.0
237,117,None,24.0
237,118,None,20.0
237,120,None,0.625
237,124,None,12487100.0
237,128,None,3.0
237,137,None,74.0
237,317,None,-5.0
237,422,None,1.0
237,779,None,0.625
238,114,None,0.0
238,116,None,0.0
238,117,None,28.0
238,118,None,20.0
238,120,None,0.5
238,124,None,16764100.0
238,128,None,3.0
238,137,None,74.0
238,317,None,0.0
238,422,None,1.0
238,779,None,0.5
239,3,None,0.0
239,9,None,1.0
239,114,None,5.0
239,116,None,0.0
239,117,None,0.0
239,118,None,0.0
239,120,None,1.6
239,124,None,2833860.0
239,128,None,1.0
239,137,None,53.0
239,317,None,-15.0
239,422,None,1.0
239,779,None,1.6
239,783,None,1.0
239,784,None,0.00025
239,786,None,0.0
240,3,None,0.0
240,9,None,1.0
240,114,None,4.0
240,116,None,0.0
240,117,None,0.0
240,118,None,2.0
240,120,None,1.4
240,124,None,3105950.0
240,128,None,1.0
240,137,None,53.0
240,317,None,-25.0
240,422,None,1.0
240,779,None,1.4
240,783,None,1.0
240,784,None,0.00025
240,786,None,0.0
241,3,None,0.0
241,9,None,1.0
241,114,None,5.0
241,116,None,0.0
241,117,None,0.0
241,118,None,2.0
241,120,None,1.2
241,124,None,5209240.0
241,128,None,1.0
241,137,None,53.0
241,317,None,-35.0
241,422,None,1.0
241,779,None,1.2
241,783,None,1.0
241,784,None,0.00025
241,786,None,0.0
242,3,None,0.0
242,9,None,1.0
242,114,None,5.0
242,116,None,0.0
242,117,None,0.0
242,118,None,3.0
242,120,None,1.0
242,124,None,5215860.0
242,128,None,1.0
242,137,None,53.0
242,317,None,-45.0
242,422,None,1.0
242,779,None,1.0
242,783,None,1.0
242,784,None,0.00025
242,786,None,0.0
243,3,None,0.0
243,9,None,1.0
243,114,None,6.0
243,116,None,0.0
243,117,None,0.0
243,118,None,3.0
243,120,None,0.875
243,124,None,8039010.0
243,128,None,1.0
243,137,None,53.0
243,317,None,-35.0
243,422,None,1.0
243,779,None,0.875
243,783,None,1.0
243,784,None,0.00025
243,786,None,0.0
244,3,None,0.0
244,9,None,1.0
244,114,None,6.0
244,116,None,0.0
244,117,None,0.0
244,118,None,4.0
244,120,None,0.75
244,124,None,9202280.0
244,128,None,1.0
244,137,None,53.0
244,317,None,-25.0
244,422,None,1.0
244,779,None,0.75
244,783,None,1.0
244,784,None,0.00025
244,786,None,0.0
245,3,None,0.0
245,9,None,1.0
245,114,None,7.0
245,116,None,0.0
245,117,None,0.0
245,118,None,4.0
245,120,None,0.625
245,124,None,16746400.0
245,128,None,1.0
245,137,None,53.0
245,317,None,-15.0
245,422,None,1.0
245,779,None,0.625
245,783,None,1.0
245,784,None,0.00025
245,786,None,0.0
246,3,None,0.0
246,9,None,1.0
246,114,None,7.0
246,116,None,0.0
246,117,None,0.0
246,118,None,5.0
246,120,None,0.5
246,124,None,11646700.0
246,128,None,1.0
246,137,None,53.0
246,317,None,0.0
246,422,None,1.0
246,779,None,0.5
246,783,None,1.0
246,784,None,0.00025
246,786,None,0.0
247,3,None,0.0
247,9,None,1.0
247,114,None,10.0
247,116,None,0.0
247,117,None,0.0
247,118,None,0.0
247,120,None,1.6
247,124,None,2833860.0
247,128,None,2.0
247,137,None,53.0
247,317,None,-15.0
247,422,None,1.0
247,779,None,1.6
247,783,None,1.0
247,784,None,0.00025
247,786,None,0.0
248,3,None,0.0
248,9,None,1.0
248,114,None,8.0
248,116,None,0.0
248,117,None,0.0
248,118,None,4.0
248,120,None,1.4
248,124,None,3105950.0
248,128,None,2.0
248,137,None,53.0
248,317,None,-25.0
248,422,None,1.0
248,779,None,1.4
248,783,None,1.0
248,784,None,0.00025
248,786,None,0.0
249,3,None,0.0
249,9,None,1.0
249,114,None,10.0
249,116,None,0.0
249,117,None,0.0
249,118,None,4.0
249,120,None,1.2
249,124,None,5209240.0
249,128,None,2.0
249,137,None,53.0
249,317,None,-35.0
249,422,None,1.0
249,779,None,1.2
249,783,None,1.0
249,784,None,0.00025
249,786,None,0.0
250,3,None,0.0
250,9,None,1.0
250,114,None,10.0
250,116,None,0.0
250,117,None,0.0
250,118,None,6.0
250,120,None,1.0
250,124,None,5215860.0
250,128,None,2.0
250,137,None,53.0
250,317,None,-45.0
250,422,None,1.0
250,779,None,1.0
250,783,None,1.0
250,784,None,0.00025
250,786,None,0.0
251,3,None,0.0
251,9,None,1.0
251,114,None,12.0
251,116,None,0.0
251,117,None,0.0
251,118,None,6.0
251,120,None,0.875
251,124,None,8039010.0
251,128,None,2.0
251,137,None,53.0
251,317,None,-35.0
251,422,None,1.0
251,779,None,0.875
251,783,None,1.0
251,784,None,0.00025
251,786,None,0.0
252,3,None,0.0
252,9,None,1.0
252,114,None,12.0
252,116,None,0.0
252,117,None,0.0
252,118,None,8.0
252,120,None,0.75
252,124,None,9202280.0
252,128,None,2.0
252,137,None,53.0
252,317,None,-25.0
252,422,None,1.0
252,779,None,0.75
252,783,None,1.0
252,784,None,0.00025
252,786,None,0.0
253,3,None,0.0
253,9,None,1.0
253,114,None,14.0
253,116,None,0.0
253,117,None,0.0
253,118,None,8.0
253,120,None,0.625
253,124,None,16746400.0
253,128,None,2.0
253,137,None,53.0
253,317,None,-15.0
253,422,None,1.0
253,779,None,0.625
253,783,None,1.0
253,784,None,0.00025
253,786,None,0.0
254,3,None,0.0
254,9,None,1.0
254,114,None,14.0
254,116,None,0.0
254,117,None,0.0
254,118,None,10.0
254,120,None,0.5
254,124,None,11646700.0
254,128,None,2.0
254,137,None,53.0
254,317,None,0.0
254,422,None,1.0
254,779,None,0.5
254,783,None,1.0
254,784,None,0.00025
254,786,None,0.0
255,3,None,0.0
255,9,None,1.0
255,114,None,20.0
255,116,None,0.0
255,117,None,0.0
255,118,None,0.0
255,120,None,1.6
255,124,None,2833860.0
255,128,None,3.0
255,137,None,53.0
255,317,None,-15.0
255,422,None,1.0
255,779,None,1.6
255,783,None,1.0
255,784,None,0.00025
255,786,None,0.0
256,3,None,0.0
256,9,None,1.0
256,114,None,16.0
256,116,None,0.0
256,117,None,0.0
256,118,None,8.0
256,120,None,1.4
256,124,None,3105950.0
256,128,None,3.0
256,137,None,53.0
256,317,None,-25.0
256,422,None,1.0
256,779,None,1.4
256,783,None,1.0
256,784,None,0.00025
256,786,None,0.0
257,3,None,0.0
257,9,None,1.0
257,114,None,20.0
257,116,None,0.0
257,117,None,0.0
257,118,None,8.0
257,120,None,1.2
257,124,None,5209240.0
257,128,None,3.0
257,137,None,53.0
257,317,None,-35.0
257,422,None,1.0
257,779,None,1.2
257,783,None,1.0
257,784,None,0.00025
257,786,None,0.0
258,3,None,0.0
258,9,None,1.0
258,114,None,20.0
258,116,None,0.0
258,117,None,0.0
258,118,None,12.0
258,120,None,1.0
258,124,None,5215860.0
258,128,None,3.0
258,137,None,53.0
258,317,None,-45.0
258,422,None,1.0
258,779,None,1.0
258,783,None,1.0
258,784,None,0.00025
258,786,None,0.0
259,3,None,0.0
259,9,None,1.0
259,114,None,24.0
259,116,None,0.0
259,117,None,0.0
259,118,None,12.0
259,120,None,0.875
259,124,None,8039010.0
259,128,None,3.0
259,137,None,53.0
259,317,None,-35.0
259,422,None,1.0
259,779,None,0.875
259,783,None,1.0
259,784,None,0.00025
259,786,None,0.0
260,3,None,0.0
260,9,None,1.0
260,114,None,24.0
260,116,None,0.0
260,117,None,0.0
260,118,None,16.0
260,120,None,0.75
260,124,None,9202280.0
260,128,None,3.0
260,137,None,53.0
260,317,None,-25.0
260,422,None,1.0
260,779,None,0.75
260,783,None,1.0
260,784,None,0.00025
260,786,None,0.0
261,3,None,0.0
261,9,None,1.0
261,114,None,28.0
261,116,None,0.0
261,117,None,0.0
261,118,None,16.0
261,120,None,0.625
261,124,None,16746400.0
261,128,None,3.0
261,137,None,53.0
261,317,None,-15.0
261,422,None,1.0
261,779,None,0.625
261,783,None,1.0
261,784,None,0.00025
261,786,None,0.0
262,3,None,0.0
262,9,None,1.0
262,114,None,28.0
262,116,None,0.0
262,117,None,0.0
262,118,None,20.0
262,120,None,0.5
262,124,None,11646700.0
262,128,None,3.0
262,137,None,53.0
262,317,None,0.0
262,422,None,1.0
262,779,None,0.5
262,783,None,1.0
262,784,None,0.00025
262,786,None,0.0
263,67,None,25.0
263,137,None,76.0
263,317,None,-100.0
263,602,None,1156.0
264,67,None,50.0
264,128,None,1.0
264,137,None,76.0
264,317,None,-100.0
264,602,None,1156.0
266,9,None,90.0
266,37,None,2250.0
266,70,None,5.22013
266,108,None,35.0
266,109,None,0.8
266,110,None,1.0
266,111,None,1.0
266,113,None,1.0
266,114,None,0.0
266,116,None,0.0
266,117,None,33.0
266,118,None,0.0
266,122,None,1.0
266,137,None,507.0
266,182,None,3320.0
266,183,None,3319.0
266,277,None,1.0
266,278,None,1.0
266,281,None,2000.0
266,422,None,1.0
266,525,None,1.0
266,633,None,0.0
266,644,None,1.0
266,653,None,150.0
266,654,None,20.0
266,655,None,1500.0
266,1353,None,0.644
267,9,None,360.0
267,37,None,1800.0
267,70,None,5.22013
267,108,None,35.0
267,109,None,0.8
267,110,None,1.0
267,111,None,1.0
267,113,None,1.0
267,114,None,0.0
267,116,None,0.0
267,117,None,450.0
267,118,None,0.0
267,137,None,508.0
267,182,None,3325.0
267,183,None,3319.0
267,277,None,1.0
267,278,None,1.0
267,281,None,7200.0
267,422,None,1.0
267,525,None,1.0
267,633,None,0.0
267,644,None,1.0
267,653,None,78.0
267,654,None,405.0
267,655,None,1500.0
